ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0031347,regulation of defense response,66/991,169/3978,2.33936656883901e-05,0.000283224074670128,0.000195495478633393,PPARA/OSMR/PLSCR1/MAPKAPK2/NEK7/NFE2L2/TRIM56/TLR4/IFI16/TNFRSF1A/YES1/AP3B1/DTX3L/ERBIN/CASP4/NFKB1/CD81/RELA/PARP9/IKBKB/PAK2/IL1R1/MYD88/TNFRSF1B/NMI/LSM14A/STAT3/TRAF3IP2/MAPKAPK3/APPL2/HLA-E/RHBDF2/FYN/NFKBIZ/TRIM38/PARP14/TNIP2/IRAK4/TGFB1/IL6ST/CARD8/IRAK3/NECTIN2/GPSM3/ANXA1/MAVS/LGR4/CFH/LYN/TRIM5/FGR/RIPK1/SBNO2/PRKD1/AKNA/GPR4/TRIM22/HERC5/IRF7/NOD1/NLRC5/SLC15A2/TRIM21/A2M/RNF135/PLCG2,66,8
GO:0007219,Notch signaling pathway,22/991,39/3978,2.44723841378293e-05,0.00029487836176188,0.000203539852812342,MAML2/YAP1/TGFBR2/NOTCH2/ZNF423/BMP2K/DTX3L/NOTCH4/BMP7/STAT3/NOTCH1/ADAM10/CDK6/SYNJ2BP/IL6ST/TSPAN15/TGFB2/EPN2/APH1A/PSEN1/NIBAN2/MFNG,22,8
GO:0032956,regulation of actin cytoskeleton organization,50/991,119/3978,2.4542209175642e-05,0.00029487836176188,0.000203539852812342,LPAR1/ROCK1/WASF2/S1PR1/EPS8/TJP1/KANK1/ABL1/DAAM2/ARHGAP17/ADD3/CDC42EP4/CD2AP/PXN/RDX/PAK2/SLC4A2/FCHSD2/CCDC88A/PDGFRB/ARAP1/RHOA/F11R/FERMT2/RHOC/TWF1/CDC42EP1/RHOQ/PREX1/SWAP70/RAPGEF3/TMOD3/LIMA1/DLC1/ESAM/CGNL1/GSN/JAM3/TGFB3/PRKD1/RHOG/CARMIL1/KANK3/TRIOBP/KANK2/FLNA/RGCC/PLEKHG2/SORBS3/WDR1,50,8
GO:0001894,tissue homeostasis,32/991,66/3978,2.54050986382045e-05,0.000302951025866108,0.000209112010951584,TF/ITGB1/YAP1/S1PR1/WWTR1/VPS54/TJP1/TLR4/INPP5D/SLC12A2/SLC4A2/MTF1/BCL2/SMO/NOTCH1/GPR137B/NFKBIZ/F11R/PLEKHM1/TP53INP2/LAMC1/NFIB/CSF1/CLDN5/CRB2/ESAM/MBP/JAM3/CRB1/ZEB2/PECAM1/TCIRG1,32,8
GO:0060249,anatomical structure homeostasis,32/991,66/3978,2.54050986382045e-05,0.000302951025866108,0.000209112010951584,TF/ITGB1/YAP1/S1PR1/WWTR1/VPS54/TJP1/TLR4/INPP5D/SLC12A2/SLC4A2/MTF1/BCL2/SMO/NOTCH1/GPR137B/NFKBIZ/F11R/PLEKHM1/TP53INP2/LAMC1/NFIB/CSF1/CLDN5/CRB2/ESAM/MBP/JAM3/CRB1/ZEB2/PECAM1/TCIRG1,32,8
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,43/991,98/3978,2.59035767869946e-05,0.000307738372915157,0.000212416478284837,TF/ITGB5/PPARA/SMAD5/WWTR1/HDAC1/TGFBR2/PCSK6/ABL1/NOTCH2/ZNF423/LATS2/SMURF2/IL17RD/NFIA/ITGB8/PXN/RBPMS/LRRC32/BMP7/BMPR1B/STAT3/TGFBR3/APPL2/NOTCH1/HIPK2/FERMT2/BMPR1A/TGFB1/TWSG1/DAB2/TGFB2/CLDN5/CRB2/ATOH8/TGFB3/CHST11/HTRA1/ZEB1/PRDM16/AXIN1/NEO1/ZEB2,43,8
GO:1902806,regulation of cell cycle G1/S phase transition,28/991,55/3978,2.62021441428713e-05,0.000310123885153686,0.000214063078622043,CTDSP2/SMARCC1/CTDSP1/RDX/ARID2/PHF10/ACTL6A/CDKN1A/BCL2/NACC2/APPL2/DDR2/STXBP4/CDC73/RBL2/ANXA1/CTDSPL/STOX1/SOX2/CDK2/EGFR/BRD7/KANK2/BCL7C/RBL1/RGCC/DPF3/PLCG2,28,8
GO:0042303,molting cycle,14/991,20/3978,2.68580198858837e-05,0.000314367671874624,0.000216992353321569,NIPBL/FA2H/HDAC1/LRP4/RELA/APCDD1/BCL2/SMO/NOTCH1/FGFR2/LGR4/TGFB2/EGFR/LRIG1,14,8
GO:0042633,hair cycle,14/991,20/3978,2.68580198858837e-05,0.000314367671874624,0.000216992353321569,NIPBL/FA2H/HDAC1/LRP4/RELA/APCDD1/BCL2/SMO/NOTCH1/FGFR2/LGR4/TGFB2/EGFR/LRIG1,14,8
GO:1904035,regulation of epithelial cell apoptotic process,14/991,20/3978,2.68580198858837e-05,0.000314367671874624,0.000216992353321569,CFLAR/ANO6/PPARA/YAP1/NFE2L2/ABL1/BCL2/BOK/TNIP2/TGFB1/GSN/NPC1/ZFP36L1/RGCC,14,8
GO:2000045,regulation of G1/S transition of mitotic cell cycle,25/991,47/3978,2.7016686631421e-05,0.000315062242628189,0.000217471780934039,CTDSP2/SMARCC1/CTDSP1/RDX/ARID2/PHF10/ACTL6A/CDKN1A/BCL2/NACC2/APPL2/DDR2/CDC73/RBL2/ANXA1/CTDSPL/STOX1/CDK2/EGFR/BRD7/KANK2/BCL7C/RBL1/RGCC/DPF3,25,8
GO:0030326,embryonic limb morphogenesis,17/991,27/3978,2.99859626378341e-05,0.000345874449044399,0.00023873991305912,NIPBL/HDAC1/CHD7/NOTCH2/LRP4/BMP7/GLI3/SALL1/ECE1/NOTCH1/GNA12/BMPR1A/PTCH1/TGFB2/LRP5/PSEN1/CHST11,17,8
GO:0035113,embryonic appendage morphogenesis,17/991,27/3978,2.99859626378341e-05,0.000345874449044399,0.00023873991305912,NIPBL/HDAC1/CHD7/NOTCH2/LRP4/BMP7/GLI3/SALL1/ECE1/NOTCH1/GNA12/BMPR1A/PTCH1/TGFB2/LRP5/PSEN1/CHST11,17,8
GO:0055123,digestive system development,17/991,27/3978,2.99859626378341e-05,0.000345874449044399,0.00023873991305912,NIPBL/YAP1/SLC4A2/CDKN1A/BCL2/SMO/GLI3/SALL1/NOTCH1/FGFR2/IL6ST/LGR4/TGFB2/EGFR/TGFB3/WLS/SOX10,17,8
GO:0010594,regulation of endothelial cell migration,23/991,42/3978,3.06428740159411e-05,0.000352171001371613,0.000243086109661165,SP1/SASH1/NFE2L2/ABL1/SP100/PLPP3/RIN2/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/SYNJ2BP/RHOJ/TGFB1/ANXA1/FGF1/NR2E1/ATOH8/PRKD1/PIK3C2A/EMP2/RGCC,23,8
GO:0002011,morphogenesis of an epithelial sheet,13/991,18/3978,3.14260350285639e-05,0.000359859534482044,0.000248393121299081,RREB1/ITGB1/PHACTR4/NOTCH2/ITGA5/BMP7/DDR1/NOTCH1/RHOA/FERMT2/RHOC/DAG1/FLNA,13,8
GO:0010634,positive regulation of epithelial cell migration,26/991,50/3978,3.1538761218792e-05,0.000359859534482044,0.000248393121299081,ENPP2/SP1/RREB1/DOCK1/DOCK5/TGFBR2/SASH1/NFE2L2/ABL1/PLPP3/RIN2/FGF2/MAP3K3/MAP4K4/ARHGAP5/HDAC7/RHOJ/TGFB1/ANXA1/TGFB2/FGF1/ATOH8/ITGA2/PRKD1/PIK3C2A/PLCG2,26,8
GO:0009607,response to biotic stimulus,109/991,314/3978,3.29590290068778e-05,0.000374716989282496,0.000258648482679893,CNP/TF/SETD2/IL4R/YAP1/PLSCR1/HADHB/MAPKAPK2/NEK7/VAMP3/CHD7/SASH1/NFE2L2/IRF2/TFEB/TRIM59/ABL1/TRIM56/NOTCH2/RNASE1/TLR4/KIF5B/CDC42EP4/IFI16/TNFRSF1A/YES1/AP3B1/DTX3L/NEDD4/ERBIN/SP100/ITGB8/CASP4/NFKB1/RELA/PARP9/IKBKB/PAK2/GPAM/AXL/MYD88/MOV10/TNFRSF10B/TNFRSF1B/NMI/LSM14A/BCL2/SMO/TRAF3IP2/PLSCR4/MAPKAPK3/APPL2/NOTCH1/HLA-E/TRIM4/FYN/RHOA/NFKBIZ/TRIM38/PARP14/TNIP2/SERINC5/STXBP4/FGFR2/FLNB/CDK6/IRAK4/CDC73/TGFB1/WIPF1/NFIB/DNAJC3/IFI44/CARD8/IRAK3/CAPN2/NECTIN2/CSF1/ANXA1/MAVS/LGR4/CFH/LITAF/LYN/TRIM5/IFITM3/G3BP1/GSN/CALCOCO2/FGR/RAB27A/SBNO2/NFKB2/PRKD1/ARID5A/MLKL/TRIM22/DDX60L/HERC5/IRF7/CXCL16/NOD1/NLRC5/BCL3/SLC15A2/TRIM21/A2M/RNF135/PLCG2,109,8
GO:1902105,regulation of leukocyte differentiation,38/991,84/3978,3.3348701506238e-05,0.000377793147063524,0.000260771801251786,IL4R/SOS2/SMARCC1/TGFBR2/ABL1/NOTCH2/TLR4/INPP5D/SOX13/AP3B1/ARID2/PHF10/ITPKB/SLC4A2/AXL/ACTL6A/GLI3/GPR137B/RHOA/NFKBIZ/CBFB/TOB2/CDK6/FES/TGFB1/CSF1/ANXA1/VSIR/LYN/ERBB2/TAL1/RIPK1/ZEB1/MITF/BRD7/IRF7/ZFP36L1/RASSF2,38,8
GO:0010648,negative regulation of cell communication,126/991,373/3978,3.38660072678764e-05,0.000382288167450904,0.000263874490043765,REST/LPAR1/CFLAR/ITGB1/HHIP/PPARA/YAP1/SMAD5/ERBB3/WWTR1/HDAC1/FOXO1/CRTC3/NFE2L2/TRIM59/KANK1/ABL1/PHACTR4/ELF1/LRP4/LATS2/TLR4/INPP5D/CD2AP/SMURF2/IL17RD/SOX13/NEDD4/EYA2/ERBIN/ARHGAP42/RELA/LEPROT/PIP4K2A/YBX3/ITGA1/CTNNA1/DUSP16/ZNRF3/BMP7/FGF2/SH3BP4/PHLPP1/PTPN12/NMI/OTUD7B/APCDD1/BCL2/GLI3/TGFBR3/NOTCH1/ITPRIP/TMBIM6/LIMD1/HDAC7/MVP/SOCS4/ITGAV/INPPL1/NDRG2/FYN/HIPK2/BOK/RFX4/RHOA/RFFL/RGS3/MECOM/PARP14/FRMD8/ACAA2/MCL1/DAG1/SYNJ2BP/WWC3/MCC/PRR5L/PTCH1/UACA/STK3/CARD8/IRAK3/PTTG1IP/TSPAN15/TWSG1/LGR4/LZTS2/DAB2/LITAF/LYN/TGFB2/DLC1/GPR37L1/G3BP1/CGNL1/EPN2/PSEN1/NIBAN2/SOX2/EGFR/EYA1/TGFB3/PIBF1/CHST11/HTRA1/RIPK1/TNS2/EZR/WWC1/PRDM16/AXIN1/SERPINE2/WWC2/GNAI2/SOX10/MTM1/NPC1/KANK2/RASSF2/NLRC5/SEMA6A/BCL3/TIMP3/TMBIM1/NFATC4/PHIP,126,8
GO:0060537,muscle tissue development,44/991,102/3978,3.49078325980853e-05,0.000391641808575499,0.000270330842847627,CFLAR/ITGB1/PDLIM5/PPARA/YAP1/SMAD5/SELENON/ERBB3/S1PR1/CHD7/VPS54/ABL1/NOTCH2/EYA2/ARID2/YBX3/BMP7/FGF2/PDGFRB/BCL2/SMO/TGFBR3/FOXN2/NOTCH1/RHOA/BMPR1A/MEGF10/FGFR2/FLNB/FES/PTCH1/TGFB1/NEBL/TGFB2/NIBAN2/EYA1/FRS2/SOX8/VAMP5/CSRP1/MTM1/TIPARP/HMG20B/SOX6,44,8
GO:0001707,mesoderm formation,12/991,16/3978,3.52489480513173e-05,0.000391641808575499,0.000270330842847627,ITGB1/EYA2/BMP7/BMPR1A/FGFR2/TWSG1/CRB2/EYA1/TAL1/ITGA2/WLS/AXIN1,12,8
GO:0042475,odontogenesis of dentin-containing tooth,12/991,16/3978,3.52489480513173e-05,0.000391641808575499,0.000270330842847627,PPARA/HDAC1/LRP4/SLC4A2/CTNNA1/BMP7/APCDD1/SMO/GLI3/BMPR1A/CSF1/TCIRG1,12,8
GO:1904705,regulation of vascular associated smooth muscle cell proliferation,12/991,16/3978,3.52489480513173e-05,0.000391641808575499,0.000270330842847627,GNA13/FGF2/CDKN1A/NDRG2/DDR2/GNA12/BMPR1A/LDLRAP1/FGFR2/TGFB3/FRS2/GNAI2,12,8
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,10/991,12/3978,3.53119663469712e-05,0.000391641808575499,0.000270330842847627,ABL1/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/RHOJ/ANXA1/NR2E1/PIK3C2A,10,8
GO:0033993,response to lipid,78/991,210/3978,3.54437401490323e-05,0.000391733601925891,0.000270394203227534,CNP/REST/LPAR1/CFLAR/PPARA/YAP1/HADHB/MAPKAPK2/HDAC1/FOXO1/TGFBR2/VPS54/SASH1/ABL1/TLR4/GRAMD1C/YES1/NEDD4/ERBIN/NFKB1/RELA/AXL/MYD88/BMP7/TNFRSF1B/CDKN1A/BCL2/STAT3/SMO/TGFBR3/PLSCR4/MAPKAPK3/RXRA/NOTCH1/MSN/RHOA/NFKBIZ/TNIP2/FGFR2/SRARP/DAG1/IRAK4/LRP6/CDC73/FES/PTCH1/TGFB1/CARD8/IRAK3/CAPN2/ANXA1/SGK1/DAB2/LITAF/LYN/TGFB2/TRIM5/OGG1/ACSBG1/NR2E1/EGFR/TGFB3/ITGA2/SBNO2/NFKB2/PRKD1/ARID5A/PAX6/SOX10/MLC1/TEAD2/NPC1/GPT2/CAT/KANK2/ZFP36L1/A2M/PLCG2,78,8
GO:0032231,regulation of actin filament bundle assembly,24/991,45/3978,3.69571247663785e-05,0.000407041665829696,0.000280960597639135,LPAR1/ROCK1/WASF2/S1PR1/TJP1/ABL1/PXN/RDX/PAK2/CCDC88A/ARAP1/RHOA/F11R/FERMT2/RHOC/SWAP70/RAPGEF3/DLC1/CGNL1/TGFB3/CARMIL1/FLNA/RGCC/SORBS3,24,8
GO:0002042,cell migration involved in sprouting angiogenesis,11/991,14/3978,3.7118187870624e-05,0.000407401010123251,0.000281208635115272,ITGB1/ABL1/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/RHOJ/ANXA1/NR2E1/PIK3C2A,11,8
GO:0006468,protein phosphorylation,124/991,367/3978,3.89456075435324e-05,0.000425984369407189,0.000294035802869501,ENPP2/ROCK1/PRKD3/PKN2/ERBB3/PARD3/MAPKAPK2/CTDSP2/NEK7/WWTR1/TGFBR2/SASH1/ABL1/LRP4/MAP3K11/LATS2/TLR4/VRK2/MOB1A/TNFRSF1A/PPP4R1/YES1/ITGA5/CTDSP1/WDFY2/PARP9/PLPP3/IKBKB/ITPKB/PAK2/STK10/DUSP16/FGF2/CCDC88A/TNFRSF10B/PDGFRB/DDR1/BMPR1B/P2RY1/CDKN1A/BCL2/IQGAP1/MAP3K3/MAP4K4/MAPKAPK3/MVP/PRKCH/SOCS4/FYN/DDR2/HIPK2/TNFRSF10A/MOB3A/RHOA/FERMT2/PARP14/TWF1/MOB3C/BMPR1A/ADAM10/MERTK/FGFR2/HIPK1/CDK6/LRP6/PRR5L/FES/TGFB1/DNAJC3/STK3/IL6ST/NEK6/IRAK3/PTPN13/DOCK7/PKN3/CSF1/RAP1A/ARAF/SGK1/MAVS/DAB2/LYN/TGFB2/MAP3K1/LRP5/CTDSPL/TNIK/ERBB2/STK17B/TPD52L1/FGF1/PSEN1/STOX1/CDK2/EGFR/FGR/PIBF1/BCAR3/RIPK1/STK33/AXIN1/FGFR3/PRRC1/CDK2AP1/PRKD1/PAX6/PECAM1/PRKX/LIPE/WNK1/NEK3/HERC5/PTPRB/MKNK2/ERG/FLT1/RASSF2/EMP2/RGCC/SGK2/SERTAD1/PHIP/PLCG2,124,8
GO:0048562,embryonic organ morphogenesis,28/991,56/3978,4.01515821121085e-05,0.000437666042816522,0.000302099080460067,NIPBL/SETD2/YAP1/CHD7/TGFBR2/PHACTR4/NOTCH2/BMP7/MYO6/SMO/GLI3/NOTCH1/HIPK2/FGFR2/HIPK1/CRB2/PSEN1/STOX1/EYA1/TGFB3/FRS2/CHST11/ZEB1/LRIG1/PAX6/TRIOBP/TEAD2/SP3,28,8
GO:1901652,response to peptide,58/991,146/3978,4.12911180736692e-05,0.000448545981266023,0.000309608960321672,TCF12/SP1/KAT2B/ROCK1/CFLAR/PPARA/SOS2/KLF3/SMARCC1/RAB31/FOXO1/NFE2L2/KANK1/TLR4/ERBIN/CASP4/PXN/NFKB1/RELA/GAB1/LEPROT/PIP4K2A/BMP7/EIF4EBP2/STAT3/KLF15/TGFBR3/APPL2/AHCYL1/NOTCH1/HADHA/INPPL1/FYN/DDR2/AGTRAP/DENND4C/STXBP4/DAG1/LRP6/RHOQ/ANXA1/LYN/LRP5/PSEN1/CA2/BCAR3/TNS2/PRKD1/PAX6/GNAI2/FOXO4/GPT2/CAT/SLC27A1/NOD1/ZFP36L1/PIK3C2A/PHIP,58,8
GO:0044843,cell cycle G1/S phase transition,35/991,76/3978,4.28918350696853e-05,0.000464344371471132,0.000320513802568512,ITGB1/CTDSP2/SMARCC1/MAP3K11/LATS2/CTDSP1/RDX/ARID2/PHF10/ACTL6A/CDKN1A/BCL2/NACC2/APPL2/DDR2/RHOU/STXBP4/CDK6/CDC73/RBL2/ANXA1/CTDSPL/STOX1/SOX2/CDK2/EGFR/ID4/PHF8/BRD7/KANK2/BCL7C/RBL1/RGCC/DPF3/PLCG2,35,8
GO:0060041,retina development in camera-type eye,25/991,48/3978,4.32349664790339e-05,0.000466467053304407,0.000321978984161799,CHD7/ZHX2/CLIC4/NFIA/PDGFRB/ACTL6A/BMPR1B/STAT3/LAMB2/NOTCH1/HIPK2/MERTK/HIPK1/RHOJ/NFIB/TGFB2/LRP5/CRB2/PSEN1/NR2E1/CRB1/SOX8/PAX6/TCIRG1/MAN2A1,25,8
GO:0023057,negative regulation of signaling,126/991,375/3978,4.50077598823106e-05,0.000483947845243014,0.000334045104568086,REST/LPAR1/CFLAR/ITGB1/HHIP/PPARA/YAP1/SMAD5/ERBB3/WWTR1/HDAC1/FOXO1/CRTC3/NFE2L2/TRIM59/KANK1/ABL1/PHACTR4/ELF1/LRP4/LATS2/TLR4/INPP5D/CD2AP/SMURF2/IL17RD/SOX13/NEDD4/EYA2/ERBIN/ARHGAP42/RELA/LEPROT/PIP4K2A/YBX3/ITGA1/CTNNA1/DUSP16/ZNRF3/BMP7/FGF2/SH3BP4/PHLPP1/PTPN12/NMI/OTUD7B/APCDD1/BCL2/GLI3/TGFBR3/NOTCH1/ITPRIP/TMBIM6/LIMD1/HDAC7/MVP/SOCS4/ITGAV/INPPL1/NDRG2/FYN/HIPK2/BOK/RFX4/RHOA/RFFL/RGS3/MECOM/PARP14/FRMD8/ACAA2/MCL1/DAG1/SYNJ2BP/WWC3/MCC/PRR5L/PTCH1/UACA/STK3/CARD8/IRAK3/PTTG1IP/TSPAN15/TWSG1/LGR4/LZTS2/DAB2/LITAF/LYN/TGFB2/DLC1/GPR37L1/G3BP1/CGNL1/EPN2/PSEN1/NIBAN2/SOX2/EGFR/EYA1/TGFB3/PIBF1/CHST11/HTRA1/RIPK1/TNS2/EZR/WWC1/PRDM16/AXIN1/SERPINE2/WWC2/GNAI2/SOX10/MTM1/NPC1/KANK2/RASSF2/NLRC5/SEMA6A/BCL3/TIMP3/TMBIM1/NFATC4/PHIP,126,8
GO:0051056,regulation of small GTPase mediated signal transduction,44/991,103/3978,4.659464444028e-05,0.000499318284339758,0.000344654553470066,LPAR1/GNA13/ITGB1/SOS2/ARHGAP31/EPS8/PREX2/SIPA1/KANK1/FGD4/ABL1/NOTCH2/ARHGAP17/CD2AP/ARHGAP42/RDX/ITPKB/FBXO8/ARHGEF40/MAP4K4/NOTCH1/RGL2/ARHGAP5/ARAP1/ITGAV/RHOU/DENND4C/F11R/CSF1/PREX1/SWAP70/PLEKHG3/TGFB2/DLC1/PLEKHG1/CGNL1/AUTS2/AMOT/GPR4/SYDE1/STARD8/KANK2/TGM2/OPHN1,44,8
GO:0043207,response to external biotic stimulus,106/991,306/3978,4.72087305064307e-05,0.000501066014980678,0.000345860924921952,CNP/TF/SETD2/IL4R/PLSCR1/HADHB/MAPKAPK2/NEK7/VAMP3/CHD7/SASH1/NFE2L2/IRF2/TFEB/TRIM59/ABL1/TRIM56/NOTCH2/RNASE1/TLR4/KIF5B/CDC42EP4/IFI16/TNFRSF1A/YES1/AP3B1/DTX3L/NEDD4/ERBIN/SP100/ITGB8/CASP4/NFKB1/RELA/PARP9/IKBKB/PAK2/GPAM/AXL/MYD88/MOV10/TNFRSF1B/NMI/LSM14A/BCL2/TRAF3IP2/PLSCR4/MAPKAPK3/APPL2/NOTCH1/HLA-E/TRIM4/FYN/RHOA/NFKBIZ/TRIM38/PARP14/TNIP2/SERINC5/STXBP4/FGFR2/FLNB/CDK6/IRAK4/CDC73/TGFB1/WIPF1/NFIB/DNAJC3/IFI44/CARD8/IRAK3/CAPN2/NECTIN2/CSF1/ANXA1/MAVS/LGR4/CFH/LITAF/LYN/TRIM5/IFITM3/G3BP1/GSN/CALCOCO2/FGR/RAB27A/SBNO2/NFKB2/PRKD1/ARID5A/MLKL/TRIM22/DDX60L/HERC5/IRF7/CXCL16/NOD1/NLRC5/BCL3/SLC15A2/TRIM21/A2M/RNF135/PLCG2,106,8
GO:0051707,response to other organism,106/991,306/3978,4.72087305064307e-05,0.000501066014980678,0.000345860924921952,CNP/TF/SETD2/IL4R/PLSCR1/HADHB/MAPKAPK2/NEK7/VAMP3/CHD7/SASH1/NFE2L2/IRF2/TFEB/TRIM59/ABL1/TRIM56/NOTCH2/RNASE1/TLR4/KIF5B/CDC42EP4/IFI16/TNFRSF1A/YES1/AP3B1/DTX3L/NEDD4/ERBIN/SP100/ITGB8/CASP4/NFKB1/RELA/PARP9/IKBKB/PAK2/GPAM/AXL/MYD88/MOV10/TNFRSF1B/NMI/LSM14A/BCL2/TRAF3IP2/PLSCR4/MAPKAPK3/APPL2/NOTCH1/HLA-E/TRIM4/FYN/RHOA/NFKBIZ/TRIM38/PARP14/TNIP2/SERINC5/STXBP4/FGFR2/FLNB/CDK6/IRAK4/CDC73/TGFB1/WIPF1/NFIB/DNAJC3/IFI44/CARD8/IRAK3/CAPN2/NECTIN2/CSF1/ANXA1/MAVS/LGR4/CFH/LITAF/LYN/TRIM5/IFITM3/G3BP1/GSN/CALCOCO2/FGR/RAB27A/SBNO2/NFKB2/PRKD1/ARID5A/MLKL/TRIM22/DDX60L/HERC5/IRF7/CXCL16/NOD1/NLRC5/BCL3/SLC15A2/TRIM21/A2M/RNF135/PLCG2,106,8
GO:0007159,leukocyte cell-cell adhesion,41/991,94/3978,4.72316325596541e-05,0.000501066014980678,0.000345860924921952,ROCK1/ITGB1/IL4R/PPARA/CERCAM/SMARCC1/TGFBR2/ABL1/YES1/SOX13/AP3B1/ITGA5/CD81/LRRC32/RELA/ARID2/PHF10/ITPKB/SLC4A2/GPAM/STK10/BMP7/ACTL6A/GLI3/HLA-E/FYN/MSN/RHOA/NFKBIZ/F11R/CBFB/IL6ST/TWSG1/ANXA1/VSIR/LYN/ERBB2/EZR/PECAM1/BRD7/WNK1,41,8
GO:0070372,regulation of ERK1 and ERK2 cascade,30/991,62/3978,4.770238571848e-05,0.000504373224996728,0.000348143727348906,CFLAR/ABL1/NOTCH2/TLR4/PDE8A/RAP1B/FGF2/PDGFRB/P2RY1/NOTCH1/NDRG2/FERMT2/STYX/FGFR2/SYNJ2BP/TGFB1/RAP1A/DAB2/LYN/ERBB2/FGF1/EGFR/FRS2/EZR/DENND2B/FGFR3/GNAI2/NOD1/SEMA6A/TIMP3,30,8
GO:0016310,phosphorylation,144/991,439/3978,4.87374685138464e-05,0.00051181795661748,0.000353282454955983,ENPP2/TF/ROCK1/PRKD3/PKN2/ERBB3/PARD3/MAPKAPK2/CTDSP2/NEK7/WWTR1/TGFBR2/SASH1/ABL1/LRP4/MAP3K11/BMP2K/LATS2/TLR4/VRK2/SGMS1/MOB1A/TNFRSF1A/PPP4R1/YES1/ITGA5/CTDSP1/WDFY2/PARP9/PIP4K2A/PLPP3/IKBKB/ITPKB/PAK2/AXL/STK10/DUSP16/BMP7/FGF2/CCDC88A/TNFRSF10B/PDGFRB/DDR1/BMPR1B/P2RY1/CDKN1A/BCL2/STAT3/IQGAP1/MAP3K3/MAP4K4/PAPSS2/MAPKAPK3/LIMD1/MVP/MCM7/PRKCH/SOCS4/NEK9/FYN/DDR2/HIPK2/TNFRSF10A/MOB3A/RHOA/FERMT2/PARP14/TWF1/MOB3C/BMPR1A/ADAM10/MERTK/FGFR2/HIPK1/CDK6/IRAK4/LRP6/PRR5L/FES/TGFB1/DNAJC3/STK3/IL6ST/NEK6/IRAK3/PTPN13/DOCK7/RBL2/PKN3/CSF1/RAP1A/PPP2R5A/ARAF/SGK1/MAVS/DAB2/LYN/TGFB2/MAP3K1/LRP5/CTDSPL/TNIK/ERBB2/STK17B/TPD52L1/FGF1/PSEN1/STOX1/CDK2/EGFR/FGR/PIBF1/BCAR3/PPP1R14A/MAP3K2/RIPK1/STK33/AXIN1/FGFR3/PRRC1/CDK2AP1/PRKD1/PAX6/PECAM1/PRKX/LIPE/WNK1/NEK3/HERC5/PTPRB/MKNK2/ERG/FLT1/PIK3C2A/RASSF2/RBL1/NLRC5/EMP2/RGCC/SGK2/SERTAD1/PHIP/PSKH1/PLCG2,144,8
GO:0071216,cellular response to biotic stimulus,26/991,51/3978,4.93240848200371e-05,0.00051181795661748,0.000353282454955983,HADHB/SASH1/ABL1/NOTCH2/TLR4/NFKB1/RELA/AXL/MYD88/TNFRSF1B/PLSCR4/NOTCH1/RHOA/NFKBIZ/TNIP2/IRAK4/CDC73/CARD8/IRAK3/CAPN2/LITAF/LYN/TRIM5/SBNO2/ARID5A/PLCG2,26,8
GO:0001656,metanephros development,15/991,23/3978,4.93746200267808e-05,0.00051181795661748,0.000353282454955983,NIPBL/YAP1/WWTR1/BMP7/PDGFRB/BCL2/SMO/LAMB2/GLI3/SALL1/PTCH1/LGR4/APH1A/EYA1/SOX8,15,8
GO:0001657,ureteric bud development,15/991,23/3978,4.93746200267808e-05,0.00051181795661748,0.000353282454955983,SMAD5/BMP7/FGF2/BCL2/SMO/GLI3/SALL1/FGFR2/PTCH1/LGR4/LZTS2/FGF1/EYA1/SOX8/CAT,15,8
GO:0043535,regulation of blood vessel endothelial cell migration,15/991,23/3978,4.93746200267808e-05,0.00051181795661748,0.000353282454955983,SP1/NFE2L2/ABL1/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/RHOJ/TGFB1/ANXA1/NR2E1/PRKD1/PIK3C2A/RGCC,15,8
GO:0072080,nephron tubule development,15/991,23/3978,4.93746200267808e-05,0.00051181795661748,0.000353282454955983,YAP1/WWTR1/NOTCH2/FGF2/BCL2/SMO/GLI3/SALL1/NOTCH1/PTCH1/LGR4/LZTS2/FGF1/EYA1/SOX8,15,8
GO:0048705,skeletal system morphogenesis,23/991,43/3978,5.05555081068932e-05,0.000522352025130506,0.000360553598019331,NIPBL/SETD2/HHIP/SGPL1/TGFBR2/CHSY1/BMP7/SERPINH1/BMPR1B/GLI3/INPPL1/FGFR2/LRP5/PSEN1/EYA1/TGFB3/FGR/CHST11/ZEB1/FGFR3/TIPARP/SOX5/SOX6,23,8
GO:0031098,stress-activated protein kinase signaling cascade,31/991,65/3978,5.09620865963542e-05,0.000524778145288114,0.000362228227981442,RELL1/MAPKAPK2/FOXO1/SASH1/MAP3K11/TLR4/NFKB1/IKBKB/DUSP16/MYD88/PHLPP1/MAP3K3/MAP4K4/HIPK2/MECOM/IRAK4/STK3/LYN/TGFB2/TNIK/TPD52L1/LTBR/EGFR/RIPK1/EZR/AXIN1/ARHGEF6/MID1/NOD1/ZFP36L1/RASSF2,31,8
